,id_x_x,device_id_x,transaction_value_x,account_id,ts_millis_x,latitude_x,longitude_x,zip_x,id_x_y,device_id_y,transaction_value_y,ts_millis_y,latitude_y,longitude_y,zip_y,distance,diff_first_second,average,fraud
6906,8.682195173128777e+18,3061.0,111.48,3061.0,1465289601370.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391269655.0,1.5808350030124856,1
6907,8.682195173128777e+18,3061.0,111.48,3061.0,1465289601370.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,6604.0,1.5808350030124856,0
6931,7.522084193072792e+18,3061.0,134.61,3061.0,1465289642724.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391338999.0,1.5808350030124856,1
6932,7.522084193072792e+18,3061.0,134.61,3061.0,1465289642724.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391335576.0,1.5808350030124856,1
6933,7.522084193072792e+18,3061.0,134.61,3061.0,1465289642724.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391311009.0,1.5808350030124856,1
6934,7.522084193072792e+18,3061.0,134.61,3061.0,1465289642724.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,47958.0,1.5808350030124856,0
6935,7.522084193072792e+18,3061.0,134.61,3061.0,1465289642724.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,41354.0,1.5808350030124856,0
6958,8.622868305337903e+18,3061.0,88.71,3061.0,1465289659887.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391356162.0,1.5808350030124856,1
6959,8.622868305337903e+18,3061.0,88.71,3061.0,1465289659887.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391352739.0,1.5808350030124856,1
6960,8.622868305337903e+18,3061.0,88.71,3061.0,1465289659887.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391328172.0,1.5808350030124856,1
6961,8.622868305337903e+18,3061.0,88.71,3061.0,1465289659887.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,65121.0,1.5808350030124856,0
6962,8.622868305337903e+18,3061.0,88.71,3061.0,1465289659887.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,58517.0,1.5808350030124856,0
6963,8.622868305337903e+18,3061.0,88.71,3061.0,1465289659887.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,17163.0,1.5808350030124856,0
6985,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391377269.0,1.5808350030124856,1
6986,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391373846.0,1.5808350030124856,1
6987,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391349279.0,1.5808350030124856,1
6988,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,86228.0,1.5808350030124856,0
6989,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,79624.0,1.5808350030124856,0
6990,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,38270.0,1.5808350030124856,0
6991,5.597443529448561e+18,3061.0,135.5,3061.0,1465289680994.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,21107.0,1.5808350030124856,0
7012,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391386172.0,1.5808350030124856,1
7013,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391382749.0,1.5808350030124856,1
7014,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391358182.0,1.5808350030124856,1
7015,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,95131.0,1.5808350030124856,0
7016,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,88527.0,1.5808350030124856,0
7017,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,47173.0,1.5808350030124856,0
7018,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,30010.0,1.5808350030124856,0
7019,6.146608490508802e+18,3061.0,109.59,3061.0,1465289689897.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,8903.0,1.5808350030124856,0
7039,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391434111.0,1.5808350030124856,1
7040,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391430688.0,1.5808350030124856,1
7041,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391406121.0,1.5808350030124856,1
7042,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,143070.0,1.5808350030124856,0
7043,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,136466.0,1.5808350030124856,0
7044,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,95112.0,1.5808350030124856,0
7045,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,77949.0,1.5808350030124856,0
7046,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,56842.0,1.5808350030124856,0
7047,5.928588947777447e+18,3061.0,137.68,3061.0,1465289737836.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,47939.0,1.5808350030124856,0
7066,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391455327.0,1.5808350030124856,1
7067,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391451904.0,1.5808350030124856,1
7068,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391427337.0,1.5808350030124856,1
7069,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,164286.0,1.5808350030124856,0
7070,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,157682.0,1.5808350030124856,0
7071,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,116328.0,1.5808350030124856,0
7072,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,99165.0,1.5808350030124856,0
7073,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,78058.0,1.5808350030124856,0
7074,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,69155.0,1.5808350030124856,0
7075,7.797457712778715e+18,3061.0,87.11,3061.0,1465289759052.0,42.952124,-71.65393900000001,3061,5.928588947777447e+18,3061.0,137.68,1465289737836.0,42.952124,-71.65393900000001,3061,0.0,21216.0,1.5808350030124856,0
7093,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391511044.0,1.5808350030124856,1
7094,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391507621.0,1.5808350030124856,1
7095,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391483054.0,1.5808350030124856,1
7096,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,220003.0,1.5808350030124856,0
7097,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,213399.0,1.5808350030124856,0
7098,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,172045.0,1.5808350030124856,0
7099,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,154882.0,1.5808350030124856,0
7100,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,133775.0,1.5808350030124856,0
7101,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,124872.0,1.5808350030124856,0
7102,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,5.928588947777447e+18,3061.0,137.68,1465289737836.0,42.952124,-71.65393900000001,3061,0.0,76933.0,1.5808350030124856,0
7103,7.588734528484146e+18,3061.0,38.0,3061.0,1465289814769.0,42.952124,-71.65393900000001,3061,7.797457712778715e+18,3061.0,87.11,1465289759052.0,42.952124,-71.65393900000001,3061,0.0,55717.0,1.5808350030124856,0
7120,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391516680.0,1.5808350030124856,1
7121,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391513257.0,1.5808350030124856,1
7122,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391488690.0,1.5808350030124856,1
7123,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,225639.0,1.5808350030124856,0
7124,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,219035.0,1.5808350030124856,0
7125,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,177681.0,1.5808350030124856,0
7126,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,160518.0,1.5808350030124856,0
7127,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,139411.0,1.5808350030124856,0
7128,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,130508.0,1.5808350030124856,0
7129,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,5.928588947777447e+18,3061.0,137.68,1465289737836.0,42.952124,-71.65393900000001,3061,0.0,82569.0,1.5808350030124856,0
7130,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,7.797457712778715e+18,3061.0,87.11,1465289759052.0,42.952124,-71.65393900000001,3061,0.0,61353.0,1.5808350030124856,0
7131,6.007943283271453e+18,3061.0,113.06,3061.0,1465289820405.0,42.952124,-71.65393900000001,3061,7.588734528484146e+18,3061.0,38.0,1465289814769.0,42.952124,-71.65393900000001,3061,0.0,5636.0,1.5808350030124856,0
7147,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391596126.0,1.5808350030124856,1
7148,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391592703.0,1.5808350030124856,1
7149,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391568136.0,1.5808350030124856,1
7150,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,305085.0,1.5808350030124856,0
7151,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,298481.0,1.5808350030124856,0
7152,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,257127.0,1.5808350030124856,0
7153,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,239964.0,1.5808350030124856,0
7154,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,218857.0,1.5808350030124856,0
7155,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,209954.0,1.5808350030124856,0
7156,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,5.928588947777447e+18,3061.0,137.68,1465289737836.0,42.952124,-71.65393900000001,3061,0.0,162015.0,1.5808350030124856,0
7157,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,7.797457712778715e+18,3061.0,87.11,1465289759052.0,42.952124,-71.65393900000001,3061,0.0,140799.0,1.5808350030124856,0
7158,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,7.588734528484146e+18,3061.0,38.0,1465289814769.0,42.952124,-71.65393900000001,3061,0.0,85082.0,1.5808350030124856,0
7159,4.876773222368222e+18,3061.0,110.55,3061.0,1465289899851.0,42.952124,-71.65393900000001,3061,6.007943283271453e+18,3061.0,113.06,1465289820405.0,42.952124,-71.65393900000001,3061,0.0,79446.0,1.5808350030124856,0
7174,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391612435.0,1.5808350030124856,1
7175,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391609012.0,1.5808350030124856,1
7176,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391584445.0,1.5808350030124856,1
7177,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,321394.0,1.5808350030124856,0
7178,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,314790.0,1.5808350030124856,0
7179,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,273436.0,1.5808350030124856,0
7180,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,256273.0,1.5808350030124856,0
7181,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,235166.0,1.5808350030124856,0
7182,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,226263.0,1.5808350030124856,0
7183,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,5.928588947777447e+18,3061.0,137.68,1465289737836.0,42.952124,-71.65393900000001,3061,0.0,178324.0,1.5808350030124856,0
7184,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,7.797457712778715e+18,3061.0,87.11,1465289759052.0,42.952124,-71.65393900000001,3061,0.0,157108.0,1.5808350030124856,0
7185,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,7.588734528484146e+18,3061.0,38.0,1465289814769.0,42.952124,-71.65393900000001,3061,0.0,101391.0,1.5808350030124856,0
7186,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,6.007943283271453e+18,3061.0,113.06,1465289820405.0,42.952124,-71.65393900000001,3061,0.0,95755.0,1.5808350030124856,0
7187,7.823952869596183e+18,3061.0,92.58,3061.0,1465289916160.0,42.952124,-71.65393900000001,3061,4.876773222368222e+18,3061.0,110.55,1465289899851.0,42.952124,-71.65393900000001,3061,0.0,16309.0,1.5808350030124856,0
7201,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391637778.0,1.5808350030124856,1
7202,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391634355.0,1.5808350030124856,1
7203,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391609788.0,1.5808350030124856,1
7204,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,346737.0,1.5808350030124856,0
7205,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,340133.0,1.5808350030124856,0
7206,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,7.522084193072792e+18,3061.0,134.61,1465289642724.0,42.952124,-71.65393900000001,3061,0.0,298779.0,1.5808350030124856,0
7207,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,8.622868305337903e+18,3061.0,88.71,1465289659887.0,42.952124,-71.65393900000001,3061,0.0,281616.0,1.5808350030124856,0
7208,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,5.597443529448561e+18,3061.0,135.5,1465289680994.0,42.952124,-71.65393900000001,3061,0.0,260509.0,1.5808350030124856,0
7209,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,6.146608490508802e+18,3061.0,109.59,1465289689897.0,42.952124,-71.65393900000001,3061,0.0,251606.0,1.5808350030124856,0
7210,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,5.928588947777447e+18,3061.0,137.68,1465289737836.0,42.952124,-71.65393900000001,3061,0.0,203667.0,1.5808350030124856,0
7211,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,7.797457712778715e+18,3061.0,87.11,1465289759052.0,42.952124,-71.65393900000001,3061,0.0,182451.0,1.5808350030124856,0
7212,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,7.588734528484146e+18,3061.0,38.0,1465289814769.0,42.952124,-71.65393900000001,3061,0.0,126734.0,1.5808350030124856,0
7213,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,6.007943283271453e+18,3061.0,113.06,1465289820405.0,42.952124,-71.65393900000001,3061,0.0,121098.0,1.5808350030124856,0
7214,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,4.876773222368222e+18,3061.0,110.55,1465289899851.0,42.952124,-71.65393900000001,3061,0.0,41652.0,1.5808350030124856,0
7215,5.11968571729922e+18,3061.0,72.25,3061.0,1465289941503.0,42.952124,-71.65393900000001,3061,7.823952869596183e+18,3061.0,92.58,1465289916160.0,42.952124,-71.65393900000001,3061,0.0,25343.0,1.5808350030124856,0
7228,7.454882188225093e+18,3061.0,160.79,3061.0,1465289957917.0,42.952124,-71.65393900000001,3061,6.49127453303684e+18,3061.0,80.66,1464898303725.0,42.952124,-71.65393900000001,3061,0.0,391654192.0,1.5808350030124856,1
7229,7.454882188225093e+18,3061.0,160.79,3061.0,1465289957917.0,42.952124,-71.65393900000001,3061,6.172337046484263e+18,3061.0,59.37,1464898307148.0,42.952124,-71.65393900000001,3061,0.0,391650769.0,1.5808350030124856,1
7230,7.454882188225093e+18,3061.0,160.79,3061.0,1465289957917.0,42.952124,-71.65393900000001,3061,5.700738853192278e+18,3061.0,39.94,1464898331715.0,42.952124,-71.65393900000001,3061,0.0,391626202.0,1.5808350030124856,1
7231,7.454882188225093e+18,3061.0,160.79,3061.0,1465289957917.0,42.952124,-71.65393900000001,3061,5.736458311413723e+18,3061.0,97.54,1465289594766.0,42.952124,-71.65393900000001,3061,0.0,363151.0,1.5808350030124856,0
7232,7.454882188225093e+18,3061.0,160.79,3061.0,1465289957917.0,42.952124,-71.65393900000001,3061,8.682195173128777e+18,3061.0,111.48,1465289601370.0,42.952124,-71.65393900000001,3061,0.0,356547.0,1.5808350030124856,0
